subject,relation,object,condition,evidence_type,confidence,arxiv_id,title,citations
Goal Reversal,improves,Arithmetic Accuracy,"JudgeBench, response-pair generator Claude-3.5-Sonnet",Experimental_Result,4,2503.06139,GRP: Goal-Reversed Prompting for Zero-Shot Evaluation with LLMs,1
Goal Reversal,improves,Arithmetic Accuracy,"JudgeBench, minimal direct-prompting template",Experimental_Result,4,2503.06139,GRP: Goal-Reversed Prompting for Zero-Shot Evaluation with LLMs,1
Goal Reversal,improves,Mathematical Reasoning,"JudgeBench, response-pair generator Claude-3.5-Sonnet",Experimental_Result,4,2503.06139,GRP: Goal-Reversed Prompting for Zero-Shot Evaluation with LLMs,1
Goal Reversal,improves,Mathematical Reasoning,"JudgeBench, minimal direct-prompting template",Experimental_Result,4,2503.06139,GRP: Goal-Reversed Prompting for Zero-Shot Evaluation with LLMs,1
Goal Reversal,correlates_with,Problem Complexity,"JudgeBench, Reasoning and Mathematics categories",Experimental_Result,4,2503.06139,GRP: Goal-Reversed Prompting for Zero-Shot Evaluation with LLMs,1
Goal Reversal,improves,Arithmetic Accuracy,"JudgeBench, stronger judges (GPT-4o, Gemini-1.5-Pro, Claude-3.5-Sonnet)",Experimental_Result,4,2503.06139,GRP: Goal-Reversed Prompting for Zero-Shot Evaluation with LLMs,1
Goal Reversal,improves,Mathematical Reasoning,"JudgeBench, stronger judges (GPT-4o, Gemini-1.5-Pro, Claude-3.5-Sonnet)",Experimental_Result,4,2503.06139,GRP: Goal-Reversed Prompting for Zero-Shot Evaluation with LLMs,1
Goal Reversal,enables,Step-by-Step Reasoning,"JudgeBench, chain-of-thought prompt template",Experimental_Result,5,2503.06139,GRP: Goal-Reversed Prompting for Zero-Shot Evaluation with LLMs,1
Goal Reversal,reduces,Verification Method,"JudgeBench, order-inconsistent verdicts",Experimental_Result,4,2503.06139,GRP: Goal-Reversed Prompting for Zero-Shot Evaluation with LLMs,1
Chain-of-Thought,improves,Arithmetic Accuracy,"System-2 benchmarks, Qwen model",Experimental_Result,4,2508.18743,CAC-CoT: Connector-Aware Compact Chain-of-Thought for Efficient Reasoning Data Synthesis Across Dual-System Cognitive Tasks,1
Chain-of-Thought,reduces,Step-by-Step Reasoning,"System-2 tasks, compactness constraint",Experimental_Result,4,2508.18743,CAC-CoT: Connector-Aware Compact Chain-of-Thought for Efficient Reasoning Data Synthesis Across Dual-System Cognitive Tasks,1
Chain-of-Thought,outperforms,Few-Shot Prompting,"System-1 and System-2 benchmarks, Qwen2.5-7B-Instruct",Experimental_Result,4,2508.18743,CAC-CoT: Connector-Aware Compact Chain-of-Thought for Efficient Reasoning Data Synthesis Across Dual-System Cognitive Tasks,1
Verification Method,improves,Arithmetic Accuracy,"System-2 tasks, connector-aware prompting",Experimental_Result,3,2508.18743,CAC-CoT: Connector-Aware Compact Chain-of-Thought for Efficient Reasoning Data Synthesis Across Dual-System Cognitive Tasks,1
Problem Complexity,correlates_with,Step-by-Step Reasoning,"System-2 tasks, incorrect cases",Experimental_Result,3,2508.18743,CAC-CoT: Connector-Aware Compact Chain-of-Thought for Efficient Reasoning Data Synthesis Across Dual-System Cognitive Tasks,1
Chain-of-Thought,improves,Mathematical Reasoning,"SOMADHAN, PatiGonit, 1000 samples",Experimental_Result,4,2505.21354,Leveraging Large Language Models for Bengali Math Word Problem Solving with Chain of Thought Reasoning,1
Large Language Model,degrades,Mathematical Reasoning,"Llama-3 (8B), Bengali MWPs",Experimental_Result,4,2505.21354,Leveraging Large Language Models for Bengali Math Word Problem Solving with Chain of Thought Reasoning,1
Self-Consistency,improves,Chain-of-Thought,"MMLU, GPT-4o",Experimental_Result,5,2604.19395,Does Self-Consistency Improve the Recall of Encyclopedic Knowledge?,0
Self-Consistency,improves,Arithmetic Accuracy,"GSM8K, GPT-4o",Experimental_Result,4,2604.19395,Does Self-Consistency Improve the Recall of Encyclopedic Knowledge?,0
Self-Consistency,improves,Step-by-Step Reasoning,"MMLU, GPT-4o",Experimental_Result,5,2604.19395,Does Self-Consistency Improve the Recall of Encyclopedic Knowledge?,0
Self-Consistency,improves,Knowledge Recall,"MMLU, GPT-4o",Experimental_Result,5,2604.19395,Does Self-Consistency Improve the Recall of Encyclopedic Knowledge?,0
Self-Consistency,outperforms,Chain-of-Thought,"MMLU, GPT-4o",Experimental_Result,5,2604.19395,Does Self-Consistency Improve the Recall of Encyclopedic Knowledge?,0
Self-Consistency,increases,Arithmetic Accuracy,"MMLU, GPT-4o",Experimental_Result,5,2604.19395,Does Self-Consistency Improve the Recall of Encyclopedic Knowledge?,0
Self-Consistency,reduces,Runtime Efficiency,GPT-4o,Experimental_Result,3,2604.19395,Does Self-Consistency Improve the Recall of Encyclopedic Knowledge?,0
Self-Consistency,increases,Cost,GPT-4o,Experimental_Result,3,2604.19395,Does Self-Consistency Improve the Recall of Encyclopedic Knowledge?,0
Self-Consistency,improves,Arithmetic Accuracy,"GSM8K, GPT-4o",Experimental_Result,4,2604.19395,Does Self-Consistency Improve the Recall of Encyclopedic Knowledge?,0
Self-Consistency,improves,Arithmetic Accuracy,"MedMCQA, GPT-4o",Experimental_Result,4,2604.19395,Does Self-Consistency Improve the Recall of Encyclopedic Knowledge?,0
Self-Consistency,improves,Arithmetic Accuracy,"MMLU, Qwen2.5-32B-Instruct",Experimental_Result,4,2604.19395,Does Self-Consistency Improve the Recall of Encyclopedic Knowledge?,0
Self-Consistency,improves,Knowledge Recall,"MMLU, Qwen2.5-32B-Instruct",Experimental_Result,4,2604.19395,Does Self-Consistency Improve the Recall of Encyclopedic Knowledge?,0
Self-Consistency,improves,Step-by-Step Reasoning,"MMLU, Qwen2.5-32B-Instruct",Experimental_Result,4,2604.19395,Does Self-Consistency Improve the Recall of Encyclopedic Knowledge?,0
Self-Consistency,improves,Arithmetic Accuracy,"GSM8K, Qwen2.5-32B-Instruct",Experimental_Result,4,2604.19395,Does Self-Consistency Improve the Recall of Encyclopedic Knowledge?,0
Self-Consistency,improves,Arithmetic Accuracy,"MedMCQA, Qwen2.5-32B-Instruct",Experimental_Result,4,2604.19395,Does Self-Consistency Improve the Recall of Encyclopedic Knowledge?,0
Self-Consistency,improves,Arithmetic Accuracy,"MMLU, GPT-4o",Experimental_Result,5,2604.19395,Does Self-Consistency Improve the Recall of Encyclopedic Knowledge?,0
Self-Consistency,improves,Knowledge Recall,"MMLU, GPT-4o",Experimental_Result,5,2604.19395,Does Self-Consistency Improve the Recall of Encyclopedic Knowledge?,0
Self-Consistency,improves,Step-by-Step Reasoning,"MMLU, GPT-4o",Experimental_Result,5,2604.19395,Does Self-Consistency Improve the Recall of Encyclopedic Knowledge?,0
Self-Consistency,improves,Arithmetic Accuracy,"GSM8K, GPT-4o",Experimental_Result,4,2604.19395,Does Self-Consistency Improve the Recall of Encyclopedic Knowledge?,0
Self-Consistency,improves,Arithmetic Accuracy,"MedMCQA, GPT-4o",Experimental_Result,4,2604.19395,Does Self-Consistency Improve the Recall of Encyclopedic Knowledge?,0
Vis-CoT,improves,Arithmetic Accuracy,"GSM8K, Vis-CoT framework",Experimental_Result,5,2509.01412,Vis-CoT: A Human-in-the-Loop Framework for Interactive Visualization and Intervention in LLM Chain-of-Thought Reasoning,0
Vis-CoT,outperforms,Standard CoT,"GSM8K, Vis-CoT framework",Experimental_Result,5,2509.01412,Vis-CoT: A Human-in-the-Loop Framework for Interactive Visualization and Intervention in LLM Chain-of-Thought Reasoning,0
Vis-CoT,improves,Arithmetic Accuracy,"StrategyQA, Vis-CoT framework",Experimental_Result,5,2509.01412,Vis-CoT: A Human-in-the-Loop Framework for Interactive Visualization and Intervention in LLM Chain-of-Thought Reasoning,0
Vis-CoT,outperforms,Standard CoT,"StrategyQA, Vis-CoT framework",Experimental_Result,5,2509.01412,Vis-CoT: A Human-in-the-Loop Framework for Interactive Visualization and Intervention in LLM Chain-of-Thought Reasoning,0
Vis-CoT,improves,Arithmetic Accuracy,"Custom Multi-Step Planning Task, Vis-CoT framework",Experimental_Result,5,2509.01412,Vis-CoT: A Human-in-the-Loop Framework for Interactive Visualization and Intervention in LLM Chain-of-Thought Reasoning,0
Vis-CoT,outperforms,Zero-Shot Prompting,"Custom Multi-Step Planning Task, Vis-CoT framework",Experimental_Result,5,2509.01412,Vis-CoT: A Human-in-the-Loop Framework for Interactive Visualization and Intervention in LLM Chain-of-Thought Reasoning,0
Vis-CoT,outperforms,Standard CoT,"Custom Multi-Step Planning Task, Vis-CoT framework",Experimental_Result,5,2509.01412,Vis-CoT: A Human-in-the-Loop Framework for Interactive Visualization and Intervention in LLM Chain-of-Thought Reasoning,0
Vis-CoT,reduces,average task completion time,"All tasks, Vis-CoT framework",Experimental_Result,4,2509.01412,Vis-CoT: A Human-in-the-Loop Framework for Interactive Visualization and Intervention in LLM Chain-of-Thought Reasoning,0
Vis-CoT,improves,System Usability Scale,"User study, Vis-CoT framework",Experimental_Result,5,2509.01412,Vis-CoT: A Human-in-the-Loop Framework for Interactive Visualization and Intervention in LLM Chain-of-Thought Reasoning,0
Vis-CoT,outperforms,Standard CoT,"System Usability Scale, user study",Experimental_Result,5,2509.01412,Vis-CoT: A Human-in-the-Loop Framework for Interactive Visualization and Intervention in LLM Chain-of-Thought Reasoning,0
Vis-CoT,improves,Trust in AI,"User study, Vis-CoT framework",Experimental_Result,5,2509.01412,Vis-CoT: A Human-in-the-Loop Framework for Interactive Visualization and Intervention in LLM Chain-of-Thought Reasoning,0
Vis-CoT,outperforms,Standard CoT,"Trust in AI scale, user study",Experimental_Result,5,2509.01412,Vis-CoT: A Human-in-the-Loop Framework for Interactive Visualization and Intervention in LLM Chain-of-Thought Reasoning,0
Vis-CoT,enables,targeted error correction,"GSM8K, Vis-CoT framework",Experimental_Result,5,2509.01412,Vis-CoT: A Human-in-the-Loop Framework for Interactive Visualization and Intervention in LLM Chain-of-Thought Reasoning,0
Vis-CoT,enables,pruning of fallacious reasoning,"StrategyQA, Vis-CoT framework",Experimental_Result,4,2509.01412,Vis-CoT: A Human-in-the-Loop Framework for Interactive Visualization and Intervention in LLM Chain-of-Thought Reasoning,0
Vis-CoT,enables,global graph view for complex planning,"Custom Multi-Step Planning Task, Vis-CoT framework",Experimental_Result,4,2509.01412,Vis-CoT: A Human-in-the-Loop Framework for Interactive Visualization and Intervention in LLM Chain-of-Thought Reasoning,0
Vis-CoT,reduces,number of full regenerations,"All tasks, Vis-CoT framework",Experimental_Result,4,2509.01412,Vis-CoT: A Human-in-the-Loop Framework for Interactive Visualization and Intervention in LLM Chain-of-Thought Reasoning,0
Vis-CoT,increases,user sense of agency,"User study, Vis-CoT framework",Experimental_Result,4,2509.01412,Vis-CoT: A Human-in-the-Loop Framework for Interactive Visualization and Intervention in LLM Chain-of-Thought Reasoning,0
Vis-CoT,increases,user confidence in final answers,"User study, Vis-CoT framework",Experimental_Result,4,2509.01412,Vis-CoT: A Human-in-the-Loop Framework for Interactive Visualization and Intervention in LLM Chain-of-Thought Reasoning,0
Vis-CoT,enables,rapid correction of reasoning errors,"GSM8K case study, Vis-CoT framework",Experimental_Result,5,2509.01412,Vis-CoT: A Human-in-the-Loop Framework for Interactive Visualization and Intervention in LLM Chain-of-Thought Reasoning,0
Vis-CoT,outperforms,Standard CoT,"All datasets, Vis-CoT framework",Experimental_Result,5,2509.01412,Vis-CoT: A Human-in-the-Loop Framework for Interactive Visualization and Intervention in LLM Chain-of-Thought Reasoning,0
FOR-Prompting,improves,Step-by-Step Reasoning,"unspecified dataset, unspecified model",Experimental_Result,4,2510.01674,FOR-Prompting: From Objection to Revision via an Asymmetric Prompting Protocol,0
FOR-Prompting,enables,Large Language Model,"unspecified model, on-device deployments",Experimental_Result,4,2510.01674,FOR-Prompting: From Objection to Revision via an Asymmetric Prompting Protocol,0
Chain-of-Thought,improves,Arithmetic Accuracy,"GSM8K, GPT-3.5",Literature_Citation,5,2511.23253,AgriCoT: A Chain-of-Thought Benchmark for Evaluating Reasoning in Vision-Language Models for Agriculture,0
Chain-of-Thought,improves,Step-by-Step Reasoning,ScienceQA,Literature_Citation,4,2511.23253,AgriCoT: A Chain-of-Thought Benchmark for Evaluating Reasoning in Vision-Language Models for Agriculture,0
Self-Consistency,improves,Arithmetic Accuracy,GSM8K,Literature_Citation,4,2511.23253,AgriCoT: A Chain-of-Thought Benchmark for Evaluating Reasoning in Vision-Language Models for Agriculture,0
Chain-of-Thought,enables,Step-by-Step Reasoning,multimodal settings,Literature_Citation,4,2511.23253,AgriCoT: A Chain-of-Thought Benchmark for Evaluating Reasoning in Vision-Language Models for Agriculture,0
Large Language Model,outperforms,Few-Shot Prompting,"arithmetic, commonsense, logic tasks",Literature_Citation,4,2511.23253,AgriCoT: A Chain-of-Thought Benchmark for Evaluating Reasoning in Vision-Language Models for Agriculture,0
Causal graphs,improves,Arithmetic Accuracy,"TORQUESTRA, T5, QwQ, GPT",Experimental_Result,4,2510.01391,TAG-EQA: Text-And-Graph for Event Question Answering via Structured Prompting Strategies,0
Chain-of-Thought,improves,Arithmetic Accuracy,"TAG configuration, QwQ",Experimental_Result,4,2510.01391,TAG-EQA: Text-And-Graph for Event Question Answering via Structured Prompting Strategies,0
QwQ,outperforms,T5,"TAG+CoT, TORQUESTRA",Experimental_Result,4,2510.01391,TAG-EQA: Text-And-Graph for Event Question Answering via Structured Prompting Strategies,0
T5,outperforms,QwQ,"Few+Text, TORQUESTRA",Experimental_Result,4,2510.01391,TAG-EQA: Text-And-Graph for Event Question Answering via Structured Prompting Strategies,0
Chain-of-Thought,improves,Arithmetic Accuracy,"GPT models, Small subset",Experimental_Result,3,2510.01391,TAG-EQA: Text-And-Graph for Event Question Answering via Structured Prompting Strategies,0
Few-Shot Prompting,improves,Arithmetic Accuracy,"T5, Text modality, TORQUESTRA",Experimental_Result,4,2510.01391,TAG-EQA: Text-And-Graph for Event Question Answering via Structured Prompting Strategies,0
Causal graphs,improves,Arithmetic Accuracy,"relational categories (causal, past, temporal_conflict)",Experimental_Result,4,2510.01391,TAG-EQA: Text-And-Graph for Event Question Answering via Structured Prompting Strategies,0
Chain-of-Thought,improves,Arithmetic Accuracy,"Graph modality, QwQ, structured types",Experimental_Result,4,2510.01391,TAG-EQA: Text-And-Graph for Event Question Answering via Structured Prompting Strategies,0
Few-Shot Prompting,improves,Arithmetic Accuracy,"Text modality, QwQ, non-structured types",Experimental_Result,3,2510.01391,TAG-EQA: Text-And-Graph for Event Question Answering via Structured Prompting Strategies,0
Chain-of-Thought,improves,Arithmetic Accuracy,"Graph modality, GPT, relational categories",Experimental_Result,3,2510.01391,TAG-EQA: Text-And-Graph for Event Question Answering via Structured Prompting Strategies,0
Causal graphs,reduces,Arithmetic Accuracy,"T5, TAG configuration",Experimental_Result,4,2510.01391,TAG-EQA: Text-And-Graph for Event Question Answering via Structured Prompting Strategies,0
Chain-of-Thought,degrades,Arithmetic Accuracy,"T5, TAG configuration",Experimental_Result,4,2510.01391,TAG-EQA: Text-And-Graph for Event Question Answering via Structured Prompting Strategies,0
Causal graphs,improves,Arithmetic Accuracy,"QwQ, TAG+CoT",Experimental_Result,4,2510.01391,TAG-EQA: Text-And-Graph for Event Question Answering via Structured Prompting Strategies,0
Causal graphs,improves,Arithmetic Accuracy,"QwQ, TAG+Few",Experimental_Result,4,2510.01391,TAG-EQA: Text-And-Graph for Event Question Answering via Structured Prompting Strategies,0
Chain-of-Thought,improves,Arithmetic Accuracy,"QwQ, TAG configuration",Experimental_Result,4,2510.01391,TAG-EQA: Text-And-Graph for Event Question Answering via Structured Prompting Strategies,0
Few-Shot Prompting,improves,Arithmetic Accuracy,"T5, Text modality",Experimental_Result,4,2510.01391,TAG-EQA: Text-And-Graph for Event Question Answering via Structured Prompting Strategies,0
Causal graphs,improves,Arithmetic Accuracy,"QwQ, Graph+CoT, structured types",Experimental_Result,4,2510.01391,TAG-EQA: Text-And-Graph for Event Question Answering via Structured Prompting Strategies,0
Few-Shot Prompting,improves,Arithmetic Accuracy,"QwQ, Text modality, non-structured types",Experimental_Result,3,2510.01391,TAG-EQA: Text-And-Graph for Event Question Answering via Structured Prompting Strategies,0
Chain-of-Thought,improves,Arithmetic Accuracy,"GPT, Graph modality, relational categories",Experimental_Result,3,2510.01391,TAG-EQA: Text-And-Graph for Event Question Answering via Structured Prompting Strategies,0
Causal graphs,improves,Arithmetic Accuracy,"event-centric questions, relational categories",Experimental_Result,4,2510.01391,TAG-EQA: Text-And-Graph for Event Question Answering via Structured Prompting Strategies,0
Chain-of-Thought,improves,Mathematical Reasoning,"KGA-ECoT framework, multiple datasets, various LLMs",Experimental_Result,5,2508.04072,KG-Augmented Executable CoT for Mathematical Coding,0
Chain-of-Thought,outperforms,Few-Shot Prompting,"KGA-ECoT, multiple mathematical reasoning datasets",Experimental_Result,5,2508.04072,KG-Augmented Executable CoT for Mathematical Coding,0
Chain-of-Thought,outperforms,code-based reasoning methods,"KGA-ECoT, multiple mathematical reasoning datasets",Experimental_Result,5,2508.04072,KG-Augmented Executable CoT for Mathematical Coding,0
GraphRAG,improves,code executability,"KGA-ECoT, ablation analysis",Experimental_Result,5,2508.04072,KG-Augmented Executable CoT for Mathematical Coding,0
GraphRAG,improves,domain knowledge integration,"KGA-ECoT, ablation analysis",Experimental_Result,5,2508.04072,KG-Augmented Executable CoT for Mathematical Coding,0
Verification Method,improves,computational precision,"KGA-ECoT, external code execution mechanism",Experimental_Result,5,2508.04072,KG-Augmented Executable CoT for Mathematical Coding,0
Verification Method,improves,answer verifiability,"KGA-ECoT, external code execution mechanism",Experimental_Result,5,2508.04072,KG-Augmented Executable CoT for Mathematical Coding,0
FLEx,improves,Mathematical Reasoning,"diverse benchmarks, multiple model scales",Experimental_Result,5,2601.04157,FLEx: Language Modeling with Few-shot Language Explanations,0
